____________________________________________________________________
			P o w e r T O P

____________________________________________________________________
 *  *  *   System Information   *  *  *

PowerTOP Version;v2.11-1-g7ef7f79 ran at Sat Oct  8 09:43:18 2022

Kernel Version;Linux version 5.4.0-104-generic
System Name;pc-i440fx-4.1
CPU Information;4 Intel Xeon Processor (Skylake)
OS Information;Ubuntu 20.04.4 LTS

Target: 1 units/s;System:  1356.0 wakeup/s;CPU:  17.5% usage;GPU: 0 ops/s;GFX: 0 wakeups/s;VFS: 0 ops/s;

____________________________________________________________________
 *  *  *   Top 10 Power Consumers   *  *  *

Usage;Events/s;Category;Description;PW Estimate
  1.3%;471.3;Interrupt;[3] net_rx(softirq);  1.88 W  
  0.2%;298.2;Timer;tick_sched_timer;  1.18 W  
  0.2%; 75.5;Process;[PID 13034] postgres: stats collector  ;  301 mW  
  0.0%; 52.2;Process;[PID 11] [rcu_sched];  207 mW  
  0.1%; 36.6;Timer;hrtimer_wakeup;  145 mW  
  0.0%; 32.2;kWork;blk_mq_requeue_work;  128 mW  
  0.8%; 26.0;Process;[PID 11660] postgres ;  115 mW  
  0.1%; 25.0;Interrupt;[4] block(softirq); 99.7 mW  
  0.0%; 19.8;kWork;free_work; 78.3 mW  
  0.1%; 12.2;Interrupt;[7] sched(softirq); 49.8 mW  

____________________________________________________________________
 *  *  *   Processor Idle State Report   *  *  *

Package;0
;
;
;

CPU;0
CPU;1
CPU;2
CPU;3
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;

____________________________________________________________________
 *  *  *   Processor Frequency Report   *  *  *

Package;0
Idle; 100.0% 
;
;
;
;

CPU 0
Idle; 100.0% 
CPU 1
Idle; 100.0% 
CPU 2
Idle; 100.0% 
CPU 3
Idle; 100.0% 
;
;
;
;
;
;
;
;

____________________________________________________________________
 *  *  *   Overview of Software Power Consumers   *  *  *

Usage;Wakeups/s;GPU ops/s;Disk IO/s;GFX Wakeups/s;Category;Description;PW Estimate
 13.0 ms/s;471.3;;;;Interrupt;[3] net_rx(softirq);  1.88 W  
  2.0 ms/s;298.2;;;;Timer;tick_sched_timer;  1.18 W  
  1.7 ms/s; 75.5;;;;Process;[PID 13034] postgres: stats collector  ;  301 mW  
229.2 us/s; 52.2;;;;Process;[PID 11] [rcu_sched];  207 mW  
526.1 us/s; 36.6;;;;Timer;hrtimer_wakeup;  145 mW  
336.9 us/s; 32.2;;;;kWork;blk_mq_requeue_work;  128 mW  
  8.2 ms/s; 26.0;;;;Process;[PID 11660] postgres ;  115 mW  
623.9 us/s; 25.0;;;;Interrupt;[4] block(softirq); 99.7 mW  
116.0 us/s; 19.8;;;;kWork;free_work; 78.3 mW  
  1.0 ms/s; 12.2;;;;Interrupt;[7] sched(softirq); 49.8 mW  
166.0 us/s;  9.9;;;;Process;[PID 8672] /usr/bin/containerd ; 39.2 mW  
229.1 us/s;  9.3;;;;Process;[PID 8675] /usr/bin/containerd ; 36.9 mW  
114.8 us/s;  5.7;;;;Process;[PID 8678] /usr/bin/containerd ; 22.8 mW  
132.0 us/s;  4.2;;;;Process;[PID 13071] mongod --auth --bind_ip_all ; 16.8 mW  
 83.5 us/s;  4.2;;;;Process;[PID 13062] mongod --auth --bind_ip_all ; 16.7 mW  
 25.6 us/s;  3.9;;;;kWork;psi_avgs_work; 15.3 mW  
 34.5 us/s;  3.8;;;;Process;[PID 10260] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ; 15.1 mW  
 67.9 us/s;  3.3;;;;Process;[PID 18] [ksoftirqd/1]; 13.3 mW  
114.3 us/s;  2.8;;;;Process;[PID 8674] /usr/bin/containerd ; 11.2 mW  
  9.4 us/s;  1.6;;;;Process;[PID 10] [ksoftirqd/0]; 6.33 mW  
  0.9 ms/s;  1.0;;;;Process;[PID 13078] mongod --auth --bind_ip_all ; 5.29 mW  
 43.6 us/s;  1.2;;;;Process;[PID 10710] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ; 4.81 mW  
 27.0 us/s;  1.2;;;;Process;[PID 13054] mongod --auth --bind_ip_all ; 4.78 mW  
 18.8 us/s;  1.2;;;;Process;[PID 13032] postgres: walwriter  ; 4.77 mW  
 45.4 us/s;  1.1;;;;Process;[PID 10696] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ; 4.55 mW  
 61.5 us/s;  1.1;;;;Process;[PID 13031] postgres: background writer  ; 4.31 mW  
