____________________________________________________________________
			P o w e r T O P

____________________________________________________________________
 *  *  *   System Information   *  *  *

PowerTOP Version;v2.11-1-g7ef7f79 ran at Sat Oct  8 09:43:33 2022

Kernel Version;Linux version 5.4.0-104-generic
System Name;pc-i440fx-4.1
CPU Information;4 Intel Xeon Processor (Skylake)
OS Information;Ubuntu 20.04.4 LTS

Target: 1 units/s;System:  1358.0 wakeup/s;CPU:  17.2% usage;GPU: 0 ops/s;GFX: 0 wakeups/s;VFS: 0 ops/s;

____________________________________________________________________
 *  *  *   Top 10 Power Consumers   *  *  *

Usage;Events/s;Category;Description;PW Estimate
  1.3%;469.6;Interrupt;[3] net_rx(softirq);  1.88 W  
  0.2%;302.1;Timer;tick_sched_timer;  1.20 W  
  0.2%; 81.8;Process;[PID 13034] postgres: stats collector  ;  326 mW  
  0.0%; 54.9;Process;[PID 11] [rcu_sched];  217 mW  
  0.1%; 36.7;Timer;hrtimer_wakeup;  146 mW  
  0.0%; 32.8;kWork;blk_mq_requeue_work;  130 mW  
  0.8%; 23.9;Process;[PID 11660] postgres ;  107 mW  
  0.1%; 23.0;Interrupt;[4] block(softirq); 91.7 mW  
  0.0%; 18.5;kWork;free_work; 73.4 mW  
  0.1%; 13.2;Interrupt;[7] sched(softirq); 53.9 mW  

____________________________________________________________________
 *  *  *   Processor Idle State Report   *  *  *

Package;0
;
;
;

CPU;0
CPU;1
CPU;2
CPU;3
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;

____________________________________________________________________
 *  *  *   Processor Frequency Report   *  *  *

Package;0
Idle; 100.0% 
;
;
;
;

CPU 0
Idle; 100.0% 
CPU 1
Idle; 100.0% 
CPU 2
Idle; 100.0% 
CPU 3
Idle; 100.0% 
;
;
;
;
;
;
;
;

____________________________________________________________________
 *  *  *   Overview of Software Power Consumers   *  *  *

Usage;Wakeups/s;GPU ops/s;Disk IO/s;GFX Wakeups/s;Category;Description;PW Estimate
 13.0 ms/s;469.6;;;;Interrupt;[3] net_rx(softirq);  1.88 W  
  2.2 ms/s;302.1;;;;Timer;tick_sched_timer;  1.20 W  
  1.7 ms/s; 81.8;;;;Process;[PID 13034] postgres: stats collector  ;  326 mW  
254.4 us/s; 54.9;;;;Process;[PID 11] [rcu_sched];  217 mW  
529.3 us/s; 36.7;;;;Timer;hrtimer_wakeup;  146 mW  
350.5 us/s; 32.8;;;;kWork;blk_mq_requeue_work;  130 mW  
  8.3 ms/s; 23.9;;;;Process;[PID 11660] postgres ;  107 mW  
599.7 us/s; 23.0;;;;Interrupt;[4] block(softirq); 91.7 mW  
122.1 us/s; 18.5;;;;kWork;free_work; 73.4 mW  
  1.1 ms/s; 13.2;;;;Interrupt;[7] sched(softirq); 53.9 mW  
321.5 us/s; 12.9;;;;Process;[PID 8678] /usr/bin/containerd ; 51.6 mW  
148.3 us/s; 11.9;;;;Process;[PID 8672] /usr/bin/containerd ; 47.3 mW  
171.2 us/s;  5.1;;;;Process;[PID 8675] /usr/bin/containerd ; 20.5 mW  
 73.4 us/s;  4.5;;;;Process;[PID 13062] mongod --auth --bind_ip_all ; 18.0 mW  
 24.9 us/s;  3.6;;;;kWork;psi_avgs_work; 14.3 mW  
110.5 us/s;  3.5;;;;Process;[PID 13071] mongod --auth --bind_ip_all ; 13.9 mW  
 93.7 us/s;  3.5;;;;Process;[PID 18] [ksoftirqd/1]; 13.8 mW  
 37.4 us/s;  3.3;;;;Process;[PID 10260] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ; 13.0 mW  
 36.7 us/s;  1.6;;;;Process;[PID 13032] postgres: walwriter  ; 6.37 mW  
 55.4 us/s;  1.3;;;;Process;[PID 13031] postgres: background writer  ; 5.09 mW  
 54.6 us/s;  1.3;;;;Process;[PID 10710] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ; 5.09 mW  
